PDB_code,Source,Dataset
PDB_3iae,PDBBind,TEST
PDB_3ib1,MOAD,TRAIN
PDB_3ibi,PDBBind,TEST
PDB_3ibl,PDBBind,TRAIN
PDB_3ibn,PDBBind,TEST
PDB_3ibu,PDBBind,VAL
PDB_3ies,PDBBind,TRAIN
PDB_3igp,PDBBind,VAL
PDB_3ijh,PDBBind,TRAIN
PDB_3ikd,PDBBind,TRAIN
PDB_3ikg,PDBBind,TRAIN
PDB_3imc,PDBBind,TRAIN
PDB_3ime,PDBBind,TEST
PDB_3iob,PDBBind,TRAIN
PDB_3ioc,PDBBind,TRAIN
PDB_3iod,PDBBind,TRAIN
PDB_3ioe,PDBBind,TRAIN
PDB_3iof,PDBBind,TEST
PDB_3iog,PDBBind,TRAIN
PDB_3ip8,PDBBind,TEST
PDB_3ip9,PDBBind,TRAIN
PDB_3iph,PDBBind,TRAIN
PDB_3ipq,PDBBind,VAL
PDB_3ipu,PDBBind,TRAIN
PDB_3isj,PDBBind,TRAIN
PDB_3isn,MOAD,TRAIN
PDB_3it1,MOAD,VAL
PDB_3iu9,MOAD,TEST
PDB_3iub,PDBBind,TRAIN
PDB_3iue,PDBBind,TRAIN
PDB_3ivc,PDBBind,TRAIN
PDB_3ivg,PDBBind,TRAIN
PDB_3ivx,PDBBind,TRAIN
PDB_3iw5,PDBBind,TRAIN
PDB_3iw6,PDBBind,TRAIN
PDB_3iww,PDBBind,TRAIN
PDB_3ix1,MOAD,TRAIN
PDB_3ix9,MOAD,TEST
PDB_3jdw,PDBBind,TRAIN
PDB_3jq9,MOAD,VAL
PDB_3jqb,MOAD,TRAIN
PDB_3jqm,MOAD,TRAIN
PDB_3jrs,PDBBind,TRAIN
PDB_3jrx,PDBBind,TRAIN
PDB_3jsx,MOAD,VAL
PDB_3juk,PDBBind,TRAIN
PDB_3juo,PDBBind,TRAIN
PDB_3jup,PDBBind,TEST
PDB_3jvr,PDBBind,TRAIN
PDB_3jvs,PDBBind,TEST
PDB_3jy0,PDBBind,TRAIN
PDB_3jya,PDBBind,TRAIN
PDB_3k1j,PDBBind,TRAIN
PDB_3k2f,PDBBind,TRAIN
PDB_3k37,PDBBind,TRAIN
PDB_3k4d,PDBBind,VAL
PDB_3k5v,PDBBind,TRAIN
PDB_3k5x,PDBBind,TRAIN
PDB_3k8c,PDBBind,TRAIN
PDB_3k8d,MOAD,TRAIN
PDB_3k8o,PDBBind,TRAIN
PDB_3k8q,PDBBind,TRAIN
PDB_3k97,PDBBind,TRAIN
PDB_3k99,PDBBind,TRAIN
PDB_3kap,MOAD,TRAIN
PDB_3kc1,MOAD,TRAIN
PDB_3kdb,PDBBind,TRAIN
PDB_3kdc,PDBBind,TRAIN
PDB_3kdm,PDBBind,TRAIN
PDB_3kek,PDBBind,TEST
PDB_3kfc,MOAD,TRAIN
PDB_3kgp,PDBBind,TRAIN
PDB_3kgq,PDBBind,TRAIN
PDB_3kgt,PDBBind,TRAIN
PDB_3kgu,PDBBind,TRAIN
PDB_3kiv,PDBBind,TRAIN
PDB_3kjd,PDBBind,TRAIN
PDB_3kjs,MOAD,VAL
PDB_3kku,PDBBind,TRAIN
PDB_3kmc,PDBBind,TRAIN
PDB_3kmx,PDBBind,TEST
PDB_3kmy,PDBBind,TRAIN
PDB_3kqr,PDBBind,TRAIN
PDB_3kr4,PDBBind,TRAIN
PDB_3kr8,PDBBind,TEST
PDB_3kv2,PDBBind,TEST
PDB_3kwa,PDBBind,TRAIN
PDB_3kyq,PDBBind,TRAIN
PDB_3l0v,PDBBind,TRAIN
PDB_3l3l,PDBBind,TRAIN
PDB_3l3m,PDBBind,TEST
PDB_3l3n,PDBBind,TRAIN
PDB_3l4w,PDBBind,TRAIN
PDB_3l59,PDBBind,TRAIN
PDB_3l5r,MOAD,VAL
PDB_3ldp,PDBBind,TRAIN
PDB_3ldq,PDBBind,TRAIN
PDB_3ldw,MOAD,TRAIN
PDB_3le9,PDBBind,TRAIN
PDB_3lea,PDBBind,TRAIN
PDB_3lf0,MOAD,TRAIN
PDB_3lgs,PDBBind,TRAIN
PDB_3lir,PDBBind,VAL
PDB_3liw,PDBBind,TRAIN
PDB_3ljg,PDBBind,TRAIN
PDB_3ljo,PDBBind,TRAIN
PDB_3ljz,PDBBind,TRAIN
PDB_3lk8,PDBBind,TRAIN
PDB_3lka,PDBBind,TEST
PDB_3ln0,MOAD,TRAIN
PDB_3lp7,PDBBind,TEST
PDB_3lpf,MOAD,TRAIN
PDB_3lpi,PDBBind,TRAIN
PDB_3lpk,PDBBind,TRAIN
PDB_3lpl,PDBBind,TRAIN
PDB_3lvw,PDBBind,TRAIN
PDB_3lxe,PDBBind,TRAIN
PDB_3lxi,MOAD,VAL
PDB_3lxk,PDBBind,TRAIN
PDB_3lxn,MOAD,TRAIN
PDB_3lzs,PDBBind,TRAIN
PDB_3lzu,PDBBind,VAL
PDB_3lzz,PDBBind,TRAIN
PDB_3m1k,PDBBind,TRAIN
PDB_3m35,PDBBind,TRAIN
PDB_3m36,PDBBind,TEST
PDB_3m37,PDBBind,TRAIN
PDB_3m3c,PDBBind,TRAIN
PDB_3m3x,PDBBind,VAL
PDB_3m3z,PDBBind,VAL
PDB_3m40,PDBBind,TRAIN
PDB_3m5e,PDBBind,TRAIN
PDB_3m67,PDBBind,TRAIN
PDB_3m6p,MOAD,TRAIN
PDB_3m6r,PDBBind,TRAIN
PDB_3m89,MOAD,TRAIN
PDB_3m96,PDBBind,TRAIN
PDB_3ma0,MOAD,TRAIN
PDB_3mag,MOAD,TRAIN
PDB_3mam,PDBBind,TRAIN
PDB_3mct,MOAD,TRAIN
PDB_3mdv,MOAD,TRAIN
PDB_3mdz,PDBBind,TRAIN
PDB_3mf5,PDBBind,TRAIN
PDB_3mfv,PDBBind,TRAIN
PDB_3mfw,PDBBind,TRAIN
PDB_3mhc,PDBBind,TRAIN
PDB_3mhi,PDBBind,TRAIN
PDB_3mhl,PDBBind,TRAIN
PDB_3mhm,PDBBind,TRAIN
PDB_3mho,PDBBind,TRAIN
PDB_3mhw,PDBBind,TRAIN
PDB_3mi2,PDBBind,TRAIN
PDB_3miy,PDBBind,TRAIN
PDB_3mjl,PDBBind,TRAIN
PDB_3mkn,MOAD,VAL
PDB_3ml2,PDBBind,TRAIN
PDB_3ml5,PDBBind,TRAIN
PDB_3mmf,PDBBind,TRAIN
PDB_3mna,PDBBind,TRAIN
PDB_3mof,PDBBind,TRAIN
PDB_3ms9,PDBBind,TRAIN
PDB_3mss,PDBBind,TRAIN
PDB_3muz,PDBBind,TEST
PDB_3mv0,PDBBind,TRAIN
PDB_3mwl,MOAD,TRAIN
PDB_3mxd,PDBBind,TRAIN
PDB_3myg,PDBBind,TRAIN
PDB_3myq,PDBBind,TRAIN
PDB_3mz6,PDBBind,TRAIN
PDB_3mzc,PDBBind,TEST
PDB_3n0n,PDBBind,TRAIN
PDB_3n1c,PDBBind,TRAIN
PDB_3n2p,PDBBind,TRAIN
PDB_3n2u,PDBBind,TRAIN
PDB_3n2v,PDBBind,TEST
PDB_3n35,PDBBind,TRAIN
PDB_3n3g,PDBBind,TRAIN
PDB_3n3j,PDBBind,TRAIN
PDB_3n4b,PDBBind,TRAIN
PDB_3n76,PDBBind,TRAIN
PDB_3n7a,PDBBind,TRAIN
PDB_3n7o,PDBBind,TRAIN
PDB_3n86,PDBBind,VAL
PDB_3n8k,PDBBind,TRAIN
PDB_3n9r,PDBBind,TRAIN
PDB_3n9s,PDBBind,TRAIN
PDB_3nb5,PDBBind,TRAIN
PDB_3nee,PDBBind,VAL
PDB_3neo,PDBBind,TRAIN
PDB_3nes,PDBBind,VAL
PDB_3nex,PDBBind,TRAIN
PDB_3ng4,PDBBind,TRAIN
PDB_3nhi,PDBBind,TRAIN
PDB_3nht,PDBBind,TRAIN
PDB_3ni5,PDBBind,TRAIN
PDB_3nj4,MOAD,TEST
PDB_3nkk,PDBBind,TRAIN
PDB_3nox,PDBBind,VAL
PDB_3npc,PDBBind,TRAIN
PDB_3nq3,PDBBind,TRAIN
PDB_3nq9,PDBBind,TRAIN
PDB_3nty,MOAD,TRAIN
PDB_3nu3,PDBBind,VAL
PDB_3nu4,PDBBind,TRAIN
PDB_3nu5,PDBBind,TRAIN
PDB_3nu6,PDBBind,TRAIN
PDB_3nu9,PDBBind,VAL
PDB_3nuj,PDBBind,TRAIN
PDB_3nuo,PDBBind,TRAIN
PDB_3nv6,MOAD,TRAIN
PDB_3nw3,PDBBind,VAL
PDB_3nw7,MOAD,TRAIN
PDB_3nx7,PDBBind,TRAIN
PDB_3nxq,PDBBind,TRAIN
PDB_3nyd,PDBBind,TRAIN
PDB_3nyx,PDBBind,TRAIN
PDB_3nzk,PDBBind,TRAIN
PDB_3o0g,MOAD,TRAIN
PDB_3o56,PDBBind,TRAIN
PDB_3o5n,PDBBind,TRAIN
PDB_3o5x,PDBBind,TRAIN
PDB_3o75,PDBBind,TRAIN
PDB_3o7u,PDBBind,TRAIN
PDB_3o84,PDBBind,TRAIN
PDB_3o8p,PDBBind,TRAIN
PDB_3o99,PDBBind,TEST
PDB_3o9a,PDBBind,TEST
PDB_3o9d,PDBBind,TRAIN
PDB_3o9e,PDBBind,TRAIN
PDB_3o9i,PDBBind,TRAIN
PDB_3o9p,PDBBind,TRAIN
PDB_3oaf,PDBBind,TRAIN
PDB_3ocp,PDBBind,TRAIN
PDB_3ocz,PDBBind,TEST
PDB_3oe4,PDBBind,TRAIN
PDB_3oe5,PDBBind,TRAIN
PDB_3ohi,PDBBind,TRAIN
PDB_3oil,PDBBind,TRAIN
PDB_3oim,PDBBind,TRAIN
PDB_3ojf,MOAD,VAL
PDB_3ok9,PDBBind,TRAIN
PDB_3oki,MOAD,TEST
PDB_3oku,PDBBind,TRAIN
PDB_3oo6,MOAD,TRAIN
PDB_3ouj,PDBBind,VAL
PDB_3ovn,PDBBind,TRAIN
PDB_3owj,PDBBind,TRAIN
PDB_3own,PDBBind,TRAIN
PDB_3oy0,PDBBind,TRAIN
PDB_3oy8,PDBBind,TRAIN
PDB_3oyq,PDBBind,TEST
PDB_3oyw,PDBBind,TRAIN
PDB_3ozg,PDBBind,TEST
PDB_3ozj,PDBBind,TRAIN
PDB_3ozp,PDBBind,VAL
PDB_3ozr,PDBBind,VAL
PDB_3ozs,PDBBind,TRAIN
PDB_3ozt,PDBBind,TRAIN
PDB_3ozv,MOAD,TRAIN
PDB_3p17,PDBBind,TRAIN
PDB_3p2e,PDBBind,TRAIN
PDB_3p3g,PDBBind,TRAIN
PDB_3p3r,PDBBind,TRAIN
PDB_3p3s,PDBBind,TRAIN
PDB_3p3t,PDBBind,TRAIN
PDB_3p4v,PDBBind,VAL
PDB_3p58,PDBBind,TRAIN
PDB_3p5l,PDBBind,TRAIN
PDB_3p5o,PDBBind,TRAIN
PDB_3p7i,PDBBind,TRAIN
PDB_3p8p,PDBBind,TRAIN
PDB_3p8z,PDBBind,TRAIN
PDB_3pb7,PDBBind,TRAIN
PDB_3pb8,PDBBind,TEST
PDB_3pb9,PDBBind,TRAIN
PDB_3pbb,PDBBind,VAL
PDB_3pce,PDBBind,TRAIN
PDB_3pcf,PDBBind,TRAIN
PDB_3pcg,PDBBind,TRAIN
PDB_3pcj,PDBBind,VAL
PDB_3pck,PDBBind,TRAIN
PDB_3pcn,PDBBind,TRAIN
PDB_3pd2,MOAD,TRAIN
PDB_3pd8,PDBBind,TEST
PDB_3pd9,PDBBind,TRAIN
PDB_3pe1,PDBBind,TRAIN
PDB_3pe2,PDBBind,TRAIN
PDB_3pfp,PDBBind,TRAIN
PDB_3pgu,PDBBind,TRAIN
PDB_3pn1,PDBBind,TRAIN
PDB_3pn4,PDBBind,TRAIN
PDB_3po6,PDBBind,TRAIN
PDB_3pp0,MOAD,TRAIN
PDB_3ppm,PDBBind,VAL
PDB_3ppp,PDBBind,TRAIN
PDB_3ppq,PDBBind,TRAIN
PDB_3ppr,PDBBind,TRAIN
PDB_3ps1,PDBBind,TRAIN
PDB_3ptg,MOAD,TRAIN
PDB_3pvw,MOAD,TRAIN
PDB_3pwd,PDBBind,TEST
PDB_3pwk,PDBBind,VAL
PDB_3pwm,PDBBind,TRAIN
PDB_3pww,PDBBind,TRAIN
PDB_3pyy,PDBBind,TRAIN
PDB_3q2h,MOAD,TRAIN
PDB_3q2j,PDBBind,TRAIN
PDB_3q44,PDBBind,TRAIN
PDB_3q6w,PDBBind,TRAIN
PDB_3q6z,PDBBind,TRAIN
PDB_3q71,PDBBind,TRAIN
PDB_3q7q,PDBBind,TRAIN
PDB_3qaa,PDBBind,TRAIN
PDB_3qbc,PDBBind,TRAIN
PDB_3qdd,PDBBind,TRAIN
PDB_3qfy,PDBBind,VAL
PDB_3qfz,PDBBind,TRAIN
PDB_3qgw,PDBBind,TRAIN
PDB_3qgy,PDBBind,TRAIN
PDB_3qin,MOAD,TRAIN
PDB_3qlm,PDBBind,TRAIN
PDB_3qox,PDBBind,TRAIN
PDB_3qps,PDBBind,VAL
PDB_3qqa,PDBBind,TRAIN
PDB_3qqs,PDBBind,TRAIN
PDB_3qt6,PDBBind,TRAIN
PDB_3qto,PDBBind,TRAIN
PDB_3qtv,PDBBind,TRAIN
PDB_3qvv,MOAD,TRAIN
PDB_3qwc,PDBBind,VAL
PDB_3qwi,MOAD,TRAIN
PDB_3qx5,PDBBind,TRAIN
PDB_3qxt,PDBBind,TRAIN
PDB_3qxv,PDBBind,TRAIN
PDB_3r16,PDBBind,TRAIN
PDB_3r17,PDBBind,TRAIN
PDB_3r1v,PDBBind,TEST
PDB_3r4m,PDBBind,TEST
PDB_3r4n,PDBBind,VAL
PDB_3r4p,PDBBind,TRAIN
PDB_3r51,MOAD,TRAIN
PDB_3r6u,PDBBind,TEST
PDB_3r7o,PDBBind,TRAIN
PDB_3r88,PDBBind,TRAIN
PDB_3rbu,PDBBind,VAL
PDB_3rdo,PDBBind,TRAIN
PDB_3rdq,PDBBind,TRAIN
PDB_3re4,PDBBind,TRAIN
PDB_3rf4,PDBBind,TRAIN
PDB_3rf5,PDBBind,TRAIN
PDB_3ri1,MOAD,TRAIN
PDB_3rlp,PDBBind,VAL
PDB_3rlq,PDBBind,TRAIN
PDB_3rlr,PDBBind,TRAIN
PDB_3rm4,PDBBind,TRAIN
PDB_3rm9,PDBBind,TRAIN
PDB_3roc,PDBBind,TRAIN
PDB_3rr4,PDBBind,TRAIN
PDB_3rsr,MOAD,VAL
PDB_3rsx,PDBBind,VAL
PDB_3rt8,PDBBind,VAL
PDB_3rtf,PDBBind,TRAIN
PDB_3ru1,PDBBind,TRAIN
PDB_3rux,PDBBind,TRAIN
PDB_3rv8,PDBBind,TRAIN
PDB_3rwp,PDBBind,TRAIN
PDB_3ryj,PDBBind,TRAIN
PDB_3ryv,PDBBind,TRAIN
PDB_3ryx,PDBBind,TRAIN
PDB_3ryy,PDBBind,TRAIN
PDB_3ryz,PDBBind,TRAIN
PDB_3rz0,PDBBind,TEST
PDB_3rz1,PDBBind,TEST
PDB_3rz3,MOAD,TRAIN
PDB_3rz5,PDBBind,TRAIN
PDB_3rz7,PDBBind,TRAIN
PDB_3rz8,PDBBind,TRAIN
PDB_3s0b,PDBBind,TRAIN
PDB_3s0d,PDBBind,TRAIN
PDB_3s0e,PDBBind,TRAIN
PDB_3s2v,PDBBind,TRAIN
PDB_3s43,PDBBind,TEST
PDB_3s45,PDBBind,TEST
PDB_3s54,PDBBind,TRAIN
PDB_3s5y,PDBBind,TRAIN
PDB_3s6t,PDBBind,TRAIN
PDB_3s71,PDBBind,TEST
PDB_3s72,PDBBind,TRAIN
PDB_3s73,PDBBind,TRAIN
PDB_3s75,PDBBind,TRAIN
PDB_3s76,PDBBind,TRAIN
PDB_3s77,PDBBind,TEST
PDB_3s78,PDBBind,TEST
PDB_3sfg,PDBBind,VAL
PDB_3sfi,MOAD,TEST
PDB_3sha,PDBBind,TRAIN
PDB_3shc,PDBBind,TRAIN
PDB_3shz,MOAD,TRAIN
PDB_3si2,MOAD,TRAIN
PDB_3si3,PDBBind,TRAIN
PDB_3si4,PDBBind,TRAIN
PDB_3sio,PDBBind,TRAIN
PDB_3sjf,PDBBind,TRAIN
PDB_3sk2,PDBBind,TRAIN
PDB_3sm2,PDBBind,VAL
PDB_3spf,PDBBind,TRAIN
PDB_3sr4,PDBBind,TRAIN
PDB_3st5,PDBBind,TRAIN
PDB_3std,PDBBind,TRAIN
PDB_3str,PDBBind,TRAIN
PDB_3sur,PDBBind,TRAIN
PDB_3sus,PDBBind,TRAIN
PDB_3sut,PDBBind,TRAIN
PDB_3suu,PDBBind,TRAIN
PDB_3suv,PDBBind,VAL
PDB_3suw,PDBBind,TRAIN
PDB_3sv2,PDBBind,TRAIN
PDB_3sw8,PDBBind,TRAIN
PDB_3sww,PDBBind,TRAIN
PDB_3sxf,PDBBind,TEST
PDB_3t01,PDBBind,TEST
PDB_3t03,MOAD,VAL
PDB_3t08,PDBBind,TEST
PDB_3t09,PDBBind,TRAIN
PDB_3t0b,PDBBind,TRAIN
PDB_3t0d,PDBBind,TRAIN
PDB_3t1a,PDBBind,TRAIN
PDB_3t1m,PDBBind,TRAIN
PDB_3t2q,PDBBind,VAL
PDB_3t2w,PDBBind,TRAIN
PDB_3t3c,PDBBind,TRAIN
PDB_3t3u,PDBBind,TEST
PDB_3t3z,MOAD,TRAIN
PDB_3t5u,PDBBind,TRAIN
PDB_3t64,PDBBind,TRAIN
PDB_3t70,PDBBind,TRAIN
PDB_3t82,PDBBind,TRAIN
PDB_3t83,PDBBind,TRAIN
PDB_3t84,PDBBind,TRAIN
PDB_3t85,PDBBind,TRAIN
PDB_3t8v,PDBBind,VAL
PDB_3ta1,PDBBind,TRAIN
PDB_3tao,PDBBind,TRAIN
PDB_3tay,PDBBind,TRAIN
PDB_3tb6,PDBBind,TRAIN
PDB_3td4,PDBBind,VAL
PDB_3tdc,MOAD,TRAIN
PDB_3tdh,MOAD,TRAIN
PDB_3tf6,PDBBind,TRAIN
PDB_3tfn,PDBBind,TRAIN
PDB_3tfp,PDBBind,TRAIN
PDB_3tfu,PDBBind,TRAIN
PDB_3tge,MOAD,TRAIN
PDB_3th9,PDBBind,TRAIN
PDB_3tif,PDBBind,TRAIN
PDB_3tki,MOAD,TRAIN
PDB_3tkw,PDBBind,TRAIN
PDB_3ts4,PDBBind,TRAIN
PDB_3tsk,PDBBind,TEST
PDB_3tt4,PDBBind,TRAIN
PDB_3ttm,PDBBind,TRAIN
PDB_3ttn,MOAD,VAL
PDB_3ttp,PDBBind,TRAIN
PDB_3tu7,PDBBind,VAL
PDB_3tvc,PDBBind,TRAIN
PDB_3twd,MOAD,TRAIN
PDB_3twp,PDBBind,VAL
PDB_3txo,MOAD,VAL
PDB_3tz0,PDBBind,TRAIN
PDB_3tza,PDBBind,TRAIN
PDB_3tzm,PDBBind,TRAIN
PDB_3u10,PDBBind,TRAIN
PDB_3u3u,MOAD,TRAIN
PDB_3u5j,PDBBind,TRAIN
PDB_3u5l,PDBBind,TRAIN
PDB_3u6i,PDBBind,TRAIN
PDB_3u6w,MOAD,TRAIN
PDB_3u81,PDBBind,TEST
PDB_3u8j,PDBBind,TRAIN
PDB_3u8k,PDBBind,TRAIN
PDB_3u8l,PDBBind,TRAIN
PDB_3u8n,PDBBind,VAL
PDB_3u90,PDBBind,TRAIN
PDB_3u92,PDBBind,TRAIN
PDB_3u9q,PDBBind,TEST
PDB_3ubd,PDBBind,TRAIN
PDB_3ucj,PDBBind,TRAIN
PDB_3ucl,MOAD,TRAIN
PDB_3udd,PDBBind,TRAIN
PDB_3udh,PDBBind,TRAIN
PDB_3ueu,PDBBind,TRAIN
PDB_3uev,PDBBind,TRAIN
PDB_3uew,PDBBind,TRAIN
PDB_3uex,PDBBind,TEST
PDB_3ug2,PDBBind,TEST
PDB_3ui7,PDBBind,TRAIN
PDB_3uil,PDBBind,TRAIN
PDB_3uj9,PDBBind,TRAIN
PDB_3ujc,PDBBind,TRAIN
PDB_3ujd,PDBBind,TRAIN
PDB_3ukr,MOAD,TRAIN
PDB_3umq,PDBBind,TRAIN
PDB_3uo4,PDBBind,TEST
PDB_3uod,PDBBind,TRAIN
PDB_3up2,PDBBind,TRAIN
PDB_3upk,PDBBind,TRAIN
PDB_3usx,PDBBind,TRAIN
PDB_3uu1,PDBBind,VAL
PDB_3uug,PDBBind,TRAIN
PDB_3uuo,PDBBind,TRAIN
PDB_3uwb,MOAD,TRAIN
PDB_3uxd,PDBBind,TRAIN
PDB_3uxk,PDBBind,TRAIN
PDB_3uxm,MOAD,TRAIN
PDB_3uz5,PDBBind,TRAIN
PDB_3uzj,PDBBind,TRAIN
PDB_3v2n,PDBBind,VAL
PDB_3v2p,PDBBind,TEST
PDB_3v2q,PDBBind,VAL
PDB_3v3q,PDBBind,TRAIN
PDB_3v4t,PDBBind,TRAIN
PDB_3v51,PDBBind,TRAIN
PDB_3v5p,PDBBind,TRAIN
PDB_3v5t,PDBBind,TRAIN
PDB_3v66,MOAD,VAL
PDB_3v78,PDBBind,TRAIN
PDB_3v7x,PDBBind,TRAIN
PDB_3v8s,MOAD,TRAIN
PDB_3vbd,PDBBind,VAL
PDB_3vd4,PDBBind,TRAIN
PDB_3vd9,PDBBind,TRAIN
PDB_3vdb,PDBBind,TRAIN
PDB_3veh,PDBBind,TRAIN
PDB_3vf5,PDBBind,VAL
PDB_3vf7,PDBBind,TRAIN
PDB_3vfa,PDBBind,TRAIN
PDB_3vfb,PDBBind,TRAIN
PDB_3vh9,PDBBind,TRAIN
PDB_3vha,PDBBind,TRAIN
PDB_3vhc,PDBBind,TRAIN
PDB_3vhd,PDBBind,TRAIN
PDB_3vhe,MOAD,TRAIN
PDB_3vhh,MOAD,VAL
PDB_3vhk,PDBBind,TRAIN
PDB_3vrv,MOAD,TRAIN
PDB_3vry,MOAD,TRAIN
PDB_3vvy,PDBBind,TEST
PDB_3vw1,PDBBind,TRAIN
PDB_3vw2,PDBBind,VAL
PDB_3vx3,PDBBind,TRAIN
PDB_3w07,PDBBind,TRAIN
PDB_3w54,MOAD,TRAIN
PDB_3w5n,PDBBind,TRAIN
PDB_3w9k,PDBBind,TRAIN
PDB_3w9r,PDBBind,TRAIN
PDB_3wgg,PDBBind,TRAIN
PDB_3wha,PDBBind,TRAIN
PDB_3wjw,PDBBind,TRAIN
PDB_3wmc,PDBBind,TRAIN
PDB_3wtj,PDBBind,TRAIN
PDB_3wtl,PDBBind,TRAIN
PDB_3wtm,PDBBind,TRAIN
PDB_3wtn,PDBBind,TRAIN
PDB_3wto,PDBBind,TRAIN
PDB_3wud,MOAD,TRAIN
PDB_3wvm,PDBBind,TRAIN
PDB_3wz6,PDBBind,TRAIN
PDB_3wz7,PDBBind,TRAIN
PDB_3wz8,PDBBind,TRAIN
PDB_3wzn,PDBBind,TRAIN
PDB_3x00,PDBBind,TRAIN
PDB_3zbx,PDBBind,TRAIN
PDB_3zc5,PDBBind,TRAIN
PDB_3zcl,PDBBind,VAL
PDB_3zdg,PDBBind,TRAIN
PDB_3zdh,PDBBind,TRAIN
PDB_3zdv,PDBBind,TRAIN
PDB_3zei,MOAD,TRAIN
PDB_3zhx,PDBBind,TRAIN
PDB_3zi0,PDBBind,TRAIN
PDB_3zi8,PDBBind,TRAIN
PDB_3zj6,PDBBind,TRAIN
PDB_3zk6,PDBBind,TRAIN
PDB_3zll,PDBBind,TRAIN
PDB_3zln,PDBBind,TRAIN
PDB_3zlr,PDBBind,TEST
PDB_3zm9,PDBBind,TRAIN
PDB_3znr,PDBBind,TRAIN
PDB_3zns,PDBBind,TRAIN
PDB_3zq9,PDBBind,TRAIN
PDB_3zqe,PDBBind,TRAIN
PDB_3zso,PDBBind,TRAIN
PDB_3zsq,PDBBind,TRAIN
PDB_3zsx,PDBBind,TEST
PDB_3zsy,PDBBind,TRAIN
PDB_3zt2,PDBBind,TRAIN
PDB_3zt3,PDBBind,TRAIN
PDB_3zv7,PDBBind,TRAIN
PDB_3zxr,MOAD,TRAIN
PDB_3zxz,PDBBind,TRAIN
PDB_3zy6,MOAD,VAL
PDB_3zyf,PDBBind,TRAIN
PDB_3zyu,PDBBind,TRAIN
PDB_3zze,PDBBind,TRAIN
PDB_43ca,MOAD,TRAIN
PDB_456c,PDBBind,TRAIN
PDB_4a22,MOAD,TRAIN
PDB_4a3r,MOAD,TRAIN
PDB_4a4v,PDBBind,TRAIN
PDB_4a4w,PDBBind,TRAIN
PDB_4a4x,MOAD,TRAIN
PDB_4a6l,PDBBind,TRAIN
PDB_4a6s,PDBBind,TRAIN
PDB_4a7i,PDBBind,TRAIN
PDB_4a95,PDBBind,TRAIN
PDB_4a9c,MOAD,TRAIN
PDB_4aaw,MOAD,TRAIN
PDB_4aax,MOAD,TRAIN
PDB_4ab9,PDBBind,TRAIN
PDB_4aba,PDBBind,TRAIN
PDB_4abb,PDBBind,TRAIN
PDB_4abd,PDBBind,VAL
PDB_4abe,PDBBind,TRAIN
PDB_4abf,PDBBind,TRAIN
PDB_4abg,PDBBind,TRAIN
PDB_4abh,PDBBind,VAL
PDB_4acc,PDBBind,TRAIN
PDB_4aci,PDBBind,TRAIN
PDB_4ad2,PDBBind,VAL
PDB_4ad3,PDBBind,TEST
PDB_4ad6,PDBBind,TRAIN
PDB_4af0,MOAD,TRAIN
PDB_4afg,PDBBind,TRAIN
PDB_4ag8,PDBBind,VAL
PDB_4agc,PDBBind,TRAIN
PDB_4agl,PDBBind,TRAIN
PDB_4agm,PDBBind,TRAIN
PDB_4agn,PDBBind,TRAIN
PDB_4ago,PDBBind,TRAIN
PDB_4agp,PDBBind,TRAIN
PDB_4agq,PDBBind,TRAIN
PDB_4ahr,PDBBind,TRAIN
PDB_4ahs,PDBBind,TRAIN
PDB_4ahu,PDBBind,TRAIN
PDB_4ai5,PDBBind,TRAIN
PDB_4aia,PDBBind,TRAIN
PDB_4aig,MOAD,TRAIN
PDB_4aj4,PDBBind,TRAIN
PDB_4aje,PDBBind,VAL
PDB_4aji,PDBBind,TRAIN
PDB_4ajl,PDBBind,TRAIN
PDB_4alx,PDBBind,VAL
PDB_4aoi,PDBBind,TRAIN
PDB_4ap7,PDBBind,TRAIN
PDB_4app,PDBBind,TEST
PDB_4aq6,PDBBind,TRAIN
PDB_4ara,PDBBind,TRAIN
PDB_4arb,PDBBind,TRAIN
PDB_4arw,PDBBind,VAL
PDB_4asd,PDBBind,TRAIN
PDB_4ase,PDBBind,TRAIN
PDB_4asj,PDBBind,TRAIN
PDB_4at3,MOAD,TRAIN
PDB_4att,PDBBind,TRAIN
PDB_4au8,MOAD,TRAIN
PDB_4aua,MOAD,TRAIN
PDB_4auj,PDBBind,TEST
PDB_4av4,PDBBind,TRAIN
PDB_4av5,PDBBind,TRAIN
PDB_4avh,PDBBind,TEST
PDB_4avi,PDBBind,TRAIN
PDB_4avj,PDBBind,TRAIN
PDB_4avs,PDBBind,TEST
PDB_4ax9,PDBBind,TRAIN
PDB_4axd,PDBBind,TRAIN
PDB_4ayp,PDBBind,TRAIN
PDB_4ayq,PDBBind,TRAIN
PDB_4ayu,PDBBind,TRAIN
PDB_4az5,PDBBind,TRAIN
PDB_4az6,PDBBind,TRAIN
PDB_4azb,PDBBind,TRAIN
PDB_4azc,PDBBind,TRAIN
PDB_4azg,PDBBind,TRAIN
PDB_4azi,PDBBind,TRAIN
PDB_4b0b,PDBBind,TRAIN
PDB_4b1j,PDBBind,TRAIN
PDB_4b1l,MOAD,TRAIN
PDB_4b2d,MOAD,VAL
PDB_4b2i,PDBBind,TRAIN
PDB_4b2l,PDBBind,TRAIN
PDB_4b32,PDBBind,VAL
PDB_4b33,PDBBind,TRAIN
PDB_4b34,PDBBind,TRAIN
